periodo,categoria,persistencia,salida,entrada
2023_t4,Formal,91.5,8.5,7.8
2023_t4,Informal,77.7,22.3,23.9
2024_t1,Formal,92.6,7.4,9.5
2024_t1,Informal,74,26,21
2024_t2,Formal,91.5,8.5,8.3
2024_t2,Informal,79.2,20.8,21.8
2024_t3,Formal,93.4,6.6,8.9
2024_t3,Informal,76.1,23.9,17.7
2024_t4,Formal,92.4,7.6,8.3
2024_t4,Informal,76.1,23.9,21.9
