from,to,weight,id,periodo_base,categoria,periodo
Formal_t0,Informal_t1,5.3,Formal_t0 - Informal_t1,t_anterior,Formal,2019_t3-t4
Informal_t0,Informal_t1,87,Informal_t0 - Informal_t1,t_anterior,Informal,2019_t3-t4
Informal_t0,Formal_t1,13,Informal_t0 - Formal_t1,t_anterior,Informal,2019_t3-t4
Formal_t0,Formal_t1,95,Formal_t0 - Formal_t1,t_anterior,Formal,2019_t4-t1
Formal_t0,Informal_t1,5,Formal_t0 - Informal_t1,t_anterior,Formal,2019_t4-t1
Informal_t0,Informal_t1,86.9,Informal_t0 - Informal_t1,t_anterior,Informal,2019_t4-t1
Informal_t0,Formal_t1,13.1,Informal_t0 - Formal_t1,t_anterior,Informal,2019_t4-t1
Formal_t0,Formal_t1,96.4,Formal_t0 - Formal_t1,t_anterior,Formal,2020_t1-t2
Formal_t0,Informal_t1,3.6,Formal_t0 - Informal_t1,t_anterior,Formal,2020_t1-t2
Informal_t0,Informal_t1,84.3,Informal_t0 - Informal_t1,t_anterior,Informal,2020_t1-t2
Informal_t0,Formal_t1,15.7,Informal_t0 - Formal_t1,t_anterior,Informal,2020_t1-t2
Formal_t0,Formal_t1,97.9,Formal_t0 - Formal_t1,t_anterior,Formal,2020_t2-t3
Formal_t0,Informal_t1,2.1,Formal_t0 - Informal_t1,t_anterior,Formal,2020_t2-t3
Informal_t0,Informal_t1,85.6,Informal_t0 - Informal_t1,t_anterior,Informal,2020_t2-t3
Informal_t0,Formal_t1,14.4,Informal_t0 - Formal_t1,t_anterior,Informal,2020_t2-t3
Formal_t0,Formal_t1,97.4,Formal_t0 - Formal_t1,t_anterior,Formal,2020_t3-t4
Formal_t0,Informal_t1,2.6,Formal_t0 - Informal_t1,t_anterior,Formal,2020_t3-t4
Informal_t0,Informal_t1,90.5,Informal_t0 - Informal_t1,t_anterior,Informal,2020_t3-t4
Informal_t0,Formal_t1,9.5,Informal_t0 - Formal_t1,t_anterior,Informal,2020_t3-t4
Formal_t0,Formal_t1,96.9,Formal_t0 - Formal_t1,t_anterior,Formal,2020_t4-t1
Formal_t0,Informal_t1,3.1,Formal_t0 - Informal_t1,t_anterior,Formal,2020_t4-t1
Informal_t0,Formal_t1,11.2,Informal_t0 - Formal_t1,t_anterior,Informal,2020_t4-t1
Informal_t0,Informal_t1,88.8,Informal_t0 - Informal_t1,t_anterior,Informal,2020_t4-t1
Formal_t0,Formal_t1,96.5,Formal_t0 - Formal_t1,t_anterior,Formal,2021_t1-t2
Formal_t0,Informal_t1,3.5,Formal_t0 - Informal_t1,t_anterior,Formal,2021_t1-t2
Informal_t0,Informal_t1,85.5,Informal_t0 - Informal_t1,t_anterior,Informal,2021_t1-t2
Informal_t0,Formal_t1,14.5,Informal_t0 - Formal_t1,t_anterior,Informal,2021_t1-t2
Formal_t0,Formal_t1,95.2,Formal_t0 - Formal_t1,t_anterior,Formal,2021_t2-t3
Formal_t0,Informal_t1,4.8,Formal_t0 - Informal_t1,t_anterior,Formal,2021_t2-t3
Informal_t0,Formal_t1,15.4,Informal_t0 - Formal_t1,t_anterior,Informal,2021_t2-t3
Informal_t0,Informal_t1,84.6,Informal_t0 - Informal_t1,t_anterior,Informal,2021_t2-t3
Formal_t0,Formal_t1,94.3,Formal_t0 - Formal_t1,t_anterior,Formal,2021_t3-t4
Formal_t0,Informal_t1,5.7,Formal_t0 - Informal_t1,t_anterior,Formal,2021_t3-t4
Informal_t0,Informal_t1,83.3,Informal_t0 - Informal_t1,t_anterior,Informal,2021_t3-t4
Informal_t0,Formal_t1,16.7,Informal_t0 - Formal_t1,t_anterior,Informal,2021_t3-t4
Formal_t0,Formal_t1,93.5,Formal_t0 - Formal_t1,t_anterior,Formal,2021_t4-t1
Formal_t0,Informal_t1,6.5,Formal_t0 - Informal_t1,t_anterior,Formal,2021_t4-t1
Informal_t0,Informal_t1,85.8,Informal_t0 - Informal_t1,t_anterior,Informal,2021_t4-t1
Informal_t0,Formal_t1,14.2,Informal_t0 - Formal_t1,t_anterior,Informal,2021_t4-t1
Formal_t0,Informal_t1,6.4,Formal_t0 - Informal_t1,t_anterior,Formal,2022_t1-t2
Formal_t0,Formal_t1,93.6,Formal_t0 - Formal_t1,t_anterior,Formal,2022_t1-t2
Informal_t0,Informal_t1,84.4,Informal_t0 - Informal_t1,t_anterior,Informal,2022_t1-t2
Informal_t0,Formal_t1,15.6,Informal_t0 - Formal_t1,t_anterior,Informal,2022_t1-t2
Formal_t0,Formal_t1,94.2,Formal_t0 - Formal_t1,t_anterior,Formal,2022_t2-t3
Formal_t0,Informal_t1,5.8,Formal_t0 - Informal_t1,t_anterior,Formal,2022_t2-t3
Informal_t0,Informal_t1,88.2,Informal_t0 - Informal_t1,t_anterior,Informal,2022_t2-t3
Informal_t0,Formal_t1,11.8,Informal_t0 - Formal_t1,t_anterior,Informal,2022_t2-t3
